matches,shots_total,xg_total,goals_total,shots_in_box_total,shots_in_box_pct,crosses_total,passes_into_box_total,set_piece_shots_total,set_piece_goals_total,late_goals_75plus,shots_per_match,xg_per_match,goals_per_match,conversion_goals_per_xg
34,623,72.6952919722,86,395,0.6340288924558587,438,1558,29,10,22,18.323529411764707,2.1380968227117645,2.5294117647058822,1.183020215846825
